"df_name","crime_category","model","num_articles_predicted","AUC","Cutoff_for_max_F_score","Max_F_score","Precision_for_max_F_score","Recall_for_max_F_score","Cutoff_for_max_Accuracy","Max_Accuracy","Precision_for_max_Accuracy","Recall_for_max_Accuracy","Cutoff_for_max_matt_coef","Max_Matt_coef","Precision_for_max_Matt_coef","Recall_for_max_Matt_coef","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_sparse_0.98","code_2_Chicago Police Department","SVM",1000,0.802,0.472,0.729,0.676,0.79,0.49,0.741,0.683,0.774,0.472,0.487,0.676,0.79,0,0,0,1305,442,558
"mydtm_sparse_0.98","code_2_Chicago Police Department","GLMNET",1000,0.846,0.414,0.763,0.661,0.903,0.515,0.772,0.742,0.742,0.414,0.544,0.661,0.903,0,0,0,1305,442,558
"mydtm_sparse_0.98","code_2_Chicago Police Department","FORESTS",1000,0.844,0.465,0.779,0.712,0.86,0.465,0.784,0.712,0.86,0.465,0.581,0.712,0.86,0,0,0,1305,442,558
"mydtm_sparse_0.98","code_2_Chicago Police Department","MAXENTROPY",1000,0.67,0.006,0.634,0.631,0.638,0.006,0.675,0.631,0.638,0.006,0.342,0.631,0.638,0,0,0,1305,442,558
"mydtm_sparse_0.98","code_2_Chicago Police Department","RANDOM FOREST ENSEMBLE",250,0.819,0.413,0.757,0.683,0.848,0.513,0.768,0.721,0.786,0.513,0.537,0.721,0.786,0,0,0,1305,442,558
"mydtm_sparse_0.98","code_3_Cook County State's Attorney's Office","SVM",1000,0.868,0.242,0.601,0.585,0.618,0.332,0.929,0.629,0.494,0.242,0.561,0.585,0.618,0,0,0,1305,89,911
"mydtm_sparse_0.98","code_3_Cook County State's Attorney's Office","GLMNET",1000,0.918,0.104,0.626,0.511,0.809,0.196,0.924,0.567,0.618,0.104,0.6,0.511,0.809,0,0,0,1305,89,911
"mydtm_sparse_0.98","code_3_Cook County State's Attorney's Office","FORESTS",1000,0.93,0.23,0.647,0.574,0.742,0.375,0.932,0.714,0.393,0.23,0.614,0.574,0.742,0,0,0,1305,89,911
"mydtm_sparse_0.98","code_3_Cook County State's Attorney's Office","MAXENTROPY",1000,0.745,0.881,0.497,0.489,0.506,0.974,0.911,0.5,0.472,0.881,0.447,0.489,0.506,0,0,0,1305,89,911
"mydtm_sparse_0.98","code_3_Cook County State's Attorney's Office","RANDOM FOREST ENSEMBLE",250,0.908,0.41,0.618,0.548,0.708,0.606,0.924,0.619,0.542,0.41,0.578,0.548,0.708,0,0,0,1305,89,911
"mydtm_sparse_0.98","code_4_Cook County Circuit Court","SVM",1000,0.829,0.171,0.239,0.168,0.41,0.9,0.96,0,0,0.093,0.252,0.134,0.718,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_4_Cook County Circuit Court","GLMNET",1000,0.906,0.185,0.345,0.26,0.513,0.833,0.962,0.6,0.077,0.1,0.331,0.174,0.821,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_4_Cook County Circuit Court","FORESTS",1000,0.866,0.26,0.354,0.298,0.436,0.37,0.962,0.571,0.103,0.215,0.331,0.232,0.59,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_4_Cook County Circuit Court","MAXENTROPY",1000,0.662,0.201,0.246,0.181,0.385,1,0.923,0.148,0.205,0.201,0.22,0.181,0.385,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_4_Cook County Circuit Court","RANDOM FOREST ENSEMBLE",250,0.895,0.227,0.308,0.25,0.4,0.562,0.96,0.5,0.1,0.034,0.352,0.159,1,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_5_Cook County Jail","SVM",1000,0.927,0.131,0.56,0.483,0.667,0.817,0.984,0.778,0.333,0.131,0.557,0.483,0.667,0,0,0,1305,21,979
"mydtm_sparse_0.98","code_5_Cook County Jail","GLMNET",1000,0.908,0.133,0.638,0.577,0.714,0.384,0.984,0.692,0.429,0.133,0.633,0.577,0.714,0,0,0,1305,21,979
"mydtm_sparse_0.98","code_5_Cook County Jail","FORESTS",1000,0.939,0.165,0.5,0.444,0.571,0.215,0.982,0.636,0.333,0.13,0.497,0.366,0.714,0,0,0,1305,21,979
"mydtm_sparse_0.98","code_5_Cook County Jail","MAXENTROPY",1000,0.79,0.988,0.579,0.647,0.524,1,0.984,0.667,0.476,0.988,0.574,0.647,0.524,0,0,0,1305,21,979
"mydtm_sparse_0.98","code_5_Cook County Jail","RANDOM FOREST ENSEMBLE",250,0.856,0.528,0.615,0.8,0.5,0.584,0.98,1,0.375,0.528,0.623,0.8,0.5,0,0,0,1305,21,979
"mydtm_sparse_0.98","code_6_Cook County Sheriff's Police","SVM",1000,0.925,0.158,0.512,0.55,0.478,0.392,0.96,0.714,0.217,0.158,0.491,0.55,0.478,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_6_Cook County Sheriff's Police","GLMNET",1000,0.979,0.055,0.729,0.597,0.935,0.055,0.968,0.597,0.935,0.053,0.735,0.587,0.957,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_6_Cook County Sheriff's Police","FORESTS",1000,0.966,0.155,0.655,0.562,0.783,0.175,0.962,0.574,0.674,0.155,0.645,0.562,0.783,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_6_Cook County Sheriff's Police","MAXENTROPY",1000,0.699,0.039,0.37,0.37,0.37,1,0.956,0.571,0.174,0.039,0.339,0.37,0.37,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_6_Cook County Sheriff's Police","RANDOM FOREST ENSEMBLE",250,0.988,0.55,0.769,0.625,1,0.55,0.976,0.625,1,0.55,0.781,0.625,1,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","SVM",1000,0.929,0.393,0.25,1,0.143,0.393,0.994,1,0.143,0.393,0.377,1,0.143,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","GLMNET",1000,0.827,0.09,0.3,0.231,0.429,0.87,0.992,0,0,0.09,0.308,0.231,0.429,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","FORESTS",1000,0.945,0.02,0.133,0.074,0.714,0.14,0.992,0,0,0.02,0.216,0.074,0.714,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","MAXENTROPY",1000,0.618,0.551,0.4,0.667,0.286,0.551,0.994,0.667,0.286,0.551,0.434,0.667,0.286,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","RANDOM FOREST ENSEMBLE",250,0.98,0.282,0.286,0.167,1,0.493,0.992,0,0,0.282,0.404,0.167,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","SVM",1000,0.872,0.062,0.4,0.273,0.75,0.268,0.995,0,0,0.062,0.449,0.273,0.75,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","GLMNET",1000,0.944,0.083,0.4,1,0.25,0.083,0.997,1,0.25,0.083,0.499,1,0.25,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","FORESTS",1000,0.773,0.04,0.093,0.051,0.5,0.225,0.995,0,0,0.04,0.151,0.051,0.5,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","MAXENTROPY",1000,0.72,0.127,0.2,0.167,0.25,0.959,0.995,0,0,0.127,0.2,0.167,0.25,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","RANDOM FOREST ENSEMBLE",250,0.98,0.036,0.4,0.25,1,0.247,0.988,0,0,0.036,0.494,0.25,1,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_9_Domestic Violence","SVM",1000,0.843,0.084,0.392,0.292,0.596,0.773,0.95,0.667,0.077,0.066,0.375,0.272,0.654,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","GLMNET",1000,0.891,0.056,0.406,0.342,0.5,0.7,0.951,1,0.058,0.04,0.391,0.27,0.712,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","FORESTS",1000,0.847,0.19,0.4,0.442,0.365,0.38,0.952,1,0.077,0.245,0.389,0.552,0.308,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","MAXENTROPY",1000,0.683,0.691,0.404,0.486,0.346,0.997,0.95,0.536,0.288,0.691,0.384,0.486,0.346,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","RANDOM FOREST ENSEMBLE",250,0.855,0.135,0.591,0.5,0.722,0.324,0.936,0.583,0.389,0.135,0.564,0.5,0.722,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_10_Sexual Assault","SVM",1000,0.958,0.239,0.847,0.87,0.825,0.239,0.971,0.87,0.825,0.239,0.831,0.87,0.825,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","GLMNET",1000,0.958,0.097,0.83,0.806,0.856,0.217,0.966,0.88,0.753,0.097,0.812,0.806,0.856,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","FORESTS",1000,0.97,0.33,0.889,0.913,0.866,0.33,0.979,0.913,0.866,0.33,0.878,0.913,0.866,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","MAXENTROPY",1000,0.939,0.965,0.826,0.874,0.784,0.998,0.968,0.892,0.763,0.965,0.81,0.874,0.784,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","RANDOM FOREST ENSEMBLE",250,0.99,0.293,0.912,0.912,0.912,0.63,0.976,0.967,0.853,0.293,0.898,0.912,0.912,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_11_Police Brutality","SVM",1000,0.817,0.246,0.345,0.357,0.333,0.927,0.984,0,0,0.081,0.352,0.25,0.533,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","GLMNET",1000,0.849,0.196,0.37,0.417,0.333,0.845,0.986,1,0.067,0.092,0.365,0.304,0.467,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","FORESTS",1000,0.914,0.15,0.294,0.263,0.333,0.27,0.986,0.667,0.133,0.075,0.295,0.136,0.733,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","MAXENTROPY",1000,0.613,0.222,0.182,0.167,0.2,1,0.982,0.2,0.067,0.999,0.174,0.25,0.133,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","RANDOM FOREST ENSEMBLE",250,0.992,0.345,0.667,0.667,0.667,0.345,0.992,0.667,0.667,0.345,0.663,0.667,0.667,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_12_Police Misconduct","SVM",1000,0.901,0.289,0.458,0.611,0.367,0.673,0.974,0.75,0.2,0.289,0.461,0.611,0.367,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","GLMNET",1000,0.942,0.143,0.566,0.652,0.5,0.143,0.977,0.652,0.5,0.143,0.56,0.652,0.5,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","FORESTS",1000,0.935,0.155,0.517,0.536,0.5,0.275,0.973,0.714,0.167,0.155,0.503,0.536,0.5,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","MAXENTROPY",1000,0.684,0.004,0.358,0.324,0.4,1,0.972,0.583,0.233,1,0.357,0.583,0.233,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","RANDOM FOREST ENSEMBLE",250,0.943,0.407,0.714,0.714,0.714,0.795,0.984,1,0.429,0.407,0.706,0.714,0.714,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_13_Gun Violence","SVM",1000,0.954,0.302,0.873,0.849,0.899,0.516,0.908,0.929,0.803,0.302,0.801,0.849,0.899,0,0,0,1305,356,644
"mydtm_sparse_0.98","code_13_Gun Violence","GLMNET",1000,0.967,0.224,0.908,0.898,0.919,0.269,0.934,0.922,0.89,0.224,0.857,0.898,0.919,0,0,0,1305,356,644
"mydtm_sparse_0.98","code_13_Gun Violence","FORESTS",1000,0.981,0.365,0.908,0.879,0.938,0.42,0.934,0.919,0.893,0.42,0.855,0.919,0.893,0,0,0,1305,356,644
"mydtm_sparse_0.98","code_13_Gun Violence","MAXENTROPY",1000,0.88,0.996,0.831,0.864,0.801,1,0.885,0.875,0.789,0.999,0.746,0.873,0.792,0,0,0,1305,356,644
"mydtm_sparse_0.98","code_13_Gun Violence","RANDOM FOREST ENSEMBLE",250,0.983,0.533,0.94,0.94,0.94,0.694,0.96,0.974,0.905,0.533,0.91,0.94,0.94,0,0,0,1305,356,644
"mydtm_sparse_0.98","code_14_GLBTQ","SVM",1000,0.879,0.062,0.538,0.609,0.483,0.113,0.977,0.688,0.379,0.062,0.53,0.609,0.483,0,0,0,1305,29,971
"mydtm_sparse_0.98","code_14_GLBTQ","GLMNET",1000,0.87,0.026,0.429,0.444,0.414,0.083,0.975,1,0.138,0.026,0.412,0.444,0.414,0,0,0,1305,29,971
"mydtm_sparse_0.98","code_14_GLBTQ","FORESTS",1000,0.899,0.05,0.419,0.316,0.621,0.155,0.976,0.857,0.207,0.045,0.427,0.294,0.69,0,0,0,1305,29,971
"mydtm_sparse_0.98","code_14_GLBTQ","MAXENTROPY",1000,0.662,0.106,0.419,0.643,0.31,0.976,0.976,0.857,0.207,0.106,0.436,0.643,0.31,0,0,0,1305,29,971
"mydtm_sparse_0.98","code_14_GLBTQ","RANDOM FOREST ENSEMBLE",250,0.87,0.088,0.636,0.5,0.875,0.718,0.976,1,0.25,0.088,0.648,0.5,0.875,0,0,0,1305,29,971
"mydtm_sparse_0.98","code_15_Juvenile","SVM",1000,0.816,0.143,0.455,0.367,0.598,0.457,0.888,0.692,0.148,0.143,0.373,0.367,0.598,0,0,0,1305,122,878
"mydtm_sparse_0.98","code_15_Juvenile","GLMNET",1000,0.876,0.178,0.566,0.615,0.525,0.249,0.909,0.738,0.393,0.178,0.514,0.615,0.525,0,0,0,1305,122,878
"mydtm_sparse_0.98","code_15_Juvenile","FORESTS",1000,0.852,0.19,0.513,0.476,0.557,0.255,0.895,0.616,0.369,0.21,0.447,0.526,0.5,0,0,0,1305,122,878
"mydtm_sparse_0.98","code_15_Juvenile","MAXENTROPY",1000,0.622,0.065,0.346,0.357,0.336,1,0.854,0.37,0.279,0.065,0.258,0.357,0.336,0,0,0,1305,122,878
"mydtm_sparse_0.98","code_15_Juvenile","RANDOM FOREST ENSEMBLE",250,0.892,0.429,0.623,0.576,0.679,0.561,0.916,0.684,0.464,0.429,0.573,0.576,0.679,0,0,0,1305,122,878
"mydtm_sparse_0.98","code_16_Re-Entry","SVM",1000,0.772,0.008,0.2,0.2,0.2,0.012,0.994,0,0,0.008,0.196,0.2,0.2,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_16_Re-Entry","GLMNET",1000,0.5,0.003,0.01,0.005,1,0.003,0.005,0.005,1,99999,99999,99999,99999,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_16_Re-Entry","FORESTS",1000,0.83,0.015,0.122,0.068,0.6,0.055,0.993,0,0,0.015,0.192,0.068,0.6,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_16_Re-Entry","MAXENTROPY",1000,0.685,0.077,0.333,0.286,0.4,0.651,0.994,0,0,0.077,0.334,0.286,0.4,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_16_Re-Entry","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.182,0.996,0,99999,99999,99999,99999,99999,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_17_Violence","SVM",1000,0.722,0.308,0.644,0.515,0.861,0.525,0.675,0.64,0.442,0.316,0.329,0.521,0.844,0,0,0,1305,403,597
"mydtm_sparse_0.98","code_17_Violence","GLMNET",1000,0.76,0.341,0.679,0.588,0.804,0.404,0.702,0.626,0.648,0.341,0.418,0.588,0.804,0,0,0,1305,403,597
"mydtm_sparse_0.98","code_17_Violence","FORESTS",1000,0.77,0.355,0.684,0.567,0.864,0.46,0.713,0.63,0.697,0.38,0.422,0.582,0.826,0,0,0,1305,403,597
"mydtm_sparse_0.98","code_17_Violence","MAXENTROPY",1000,0.61,0,0.574,0.403,1,0.988,0.624,0.533,0.541,0.223,0.223,0.532,0.551,0,0,0,1305,403,597
"mydtm_sparse_0.98","code_17_Violence","RANDOM FOREST ENSEMBLE",250,0.689,0.312,0.679,0.569,0.843,0.4,0.656,0.576,0.769,0.312,0.368,0.569,0.843,0,0,0,1305,403,597
"mydtm_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","SVM",1000,0.934,0.1,0.5,0.75,0.375,0.311,0.994,1,0.25,0.1,0.528,0.75,0.375,0,0,0,1305,8,992
"mydtm_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","GLMNET",1000,0.825,0.04,0.296,0.211,0.5,0.367,0.992,0.5,0.125,0.04,0.316,0.211,0.5,0,0,0,1305,8,992
"mydtm_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","FORESTS",1000,0.808,0.135,0.25,0.25,0.25,0.18,0.992,0.5,0.125,0.18,0.247,0.5,0.125,0,0,0,1305,8,992
"mydtm_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","MAXENTROPY",1000,0.674,0.238,0.286,0.333,0.25,1,0.991,0,0,0.238,0.284,0.333,0.25,0,0,0,1305,8,992
"mydtm_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","RANDOM FOREST ENSEMBLE",250,0.772,0.006,0.118,0.067,0.5,0.339,0.988,0,0,0.006,0.166,0.067,0.5,0,0,0,1305,8,992
"mydtm_sparse_0.98","code_19_Probation","SVM",1000,0.848,0.041,0.455,0.385,0.556,0.134,0.992,0.6,0.333,0.041,0.456,0.385,0.556,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_19_Probation","GLMNET",1000,0.931,0.02,0.414,0.3,0.667,0.382,0.991,0.5,0.111,0.016,0.45,0.235,0.889,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_19_Probation","FORESTS",1000,0.871,0.065,0.296,0.222,0.444,0.19,0.99,0,0,0.065,0.306,0.222,0.444,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_19_Probation","MAXENTROPY",1000,0.638,0.178,0.222,0.222,0.222,1,0.99,0,0,0.178,0.215,0.222,0.222,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_19_Probation","RANDOM FOREST ENSEMBLE",250,1,0.395,1,1,1,0.395,1,1,1,0.395,1,1,1,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_20_Parole","SVM",1000,0.619,0.064,0.182,0.2,0.167,0.082,0.993,0,0,0.031,0.194,0.083,0.5,0,0,0,1305,6,994
"mydtm_sparse_0.98","code_20_Parole","GLMNET",1000,0.524,0.014,0.022,0.011,0.167,0.061,0.993,0,0,0.014,0.022,0.011,0.167,0,0,0,1305,6,994
"mydtm_sparse_0.98","code_20_Parole","FORESTS",1000,0.667,0.065,0.083,0.056,0.167,0.105,0.993,0,0,0.03,0.113,0.034,0.5,0,0,0,1305,6,994
"mydtm_sparse_0.98","code_20_Parole","MAXENTROPY",1000,0.635,0.212,0.154,0.143,0.167,0.994,0.993,0,0,0.212,0.149,0.143,0.167,0,0,0,1305,6,994
"mydtm_sparse_0.98","code_20_Parole","RANDOM FOREST ENSEMBLE",250,0.429,0.002,0.038,0.02,0.5,0.237,0.988,0,0,0.002,0.067,0.02,0.5,0,0,0,1305,6,994
"mydtm_sparse_0.98","code_21_Criminal Justice Policy","SVM",1000,0.592,0.064,0.167,0.133,0.222,0.359,0.99,0,0,0.064,0.162,0.133,0.222,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_21_Criminal Justice Policy","GLMNET",1000,0.913,0.169,0.167,0.333,0.111,0.745,0.99,0,0,0.169,0.188,0.333,0.111,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_21_Criminal Justice Policy","FORESTS",1000,0.779,0.06,0.102,0.06,0.333,0.27,0.99,0,0,0.02,0.154,0.041,0.778,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_21_Criminal Justice Policy","MAXENTROPY",1000,0.535,0.3,0.118,0.125,0.111,1,0.99,0,0,0.3,0.11,0.125,0.111,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_21_Criminal Justice Policy","RANDOM FOREST ENSEMBLE",250,0.629,0.002,0.05,0.026,0.5,0.236,0.988,0,0,0.002,0.087,0.026,0.5,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_22_Drugs","SVM",1000,0.838,0.174,0.557,0.557,0.557,0.648,0.951,0.839,0.371,0.586,0.542,0.818,0.386,0,0,0,1305,70,930
"mydtm_sparse_0.98","code_22_Drugs","GLMNET",1000,0.923,0.071,0.663,0.552,0.829,0.377,0.955,0.821,0.457,0.071,0.648,0.552,0.829,0,0,0,1305,70,930
"mydtm_sparse_0.98","code_22_Drugs","FORESTS",1000,0.948,0.205,0.698,0.588,0.857,0.395,0.955,0.821,0.457,0.205,0.685,0.588,0.857,0,0,0,1305,70,930
"mydtm_sparse_0.98","code_22_Drugs","MAXENTROPY",1000,0.76,0.981,0.547,0.681,0.457,0.999,0.947,0.698,0.429,0.981,0.532,0.681,0.457,0,0,0,1305,70,930
"mydtm_sparse_0.98","code_22_Drugs","RANDOM FOREST ENSEMBLE",250,0.947,0.231,0.731,0.594,0.95,0.697,0.956,1,0.45,0.231,0.726,0.594,0.95,0,0,0,1305,70,930
"mydtm_sparse_0.98","code_23_Chicago Public Schools","SVM",1000,0.927,0.265,0.707,0.778,0.648,0.538,0.972,0.933,0.519,0.331,0.696,0.825,0.611,0,0,0,1305,54,946
"mydtm_sparse_0.98","code_23_Chicago Public Schools","GLMNET",1000,0.948,0.102,0.759,0.759,0.759,0.102,0.974,0.759,0.759,0.102,0.746,0.759,0.759,0,0,0,1305,54,946
"mydtm_sparse_0.98","code_23_Chicago Public Schools","FORESTS",1000,0.964,0.29,0.826,0.818,0.833,0.35,0.981,0.872,0.759,0.29,0.816,0.818,0.833,0,0,0,1305,54,946
"mydtm_sparse_0.98","code_23_Chicago Public Schools","MAXENTROPY",1000,0.873,0.992,0.667,0.879,0.537,0.999,0.971,0.963,0.481,0.992,0.674,0.879,0.537,0,0,0,1305,54,946
"mydtm_sparse_0.98","code_23_Chicago Public Schools","RANDOM FOREST ENSEMBLE",250,0.951,0.444,0.769,0.833,0.714,0.444,0.988,0.833,0.714,0.444,0.765,0.833,0.714,0,0,0,1305,54,946
"mydtm_sparse_0.98","code_24_Gangs","SVM",1000,0.877,0.235,0.633,0.676,0.595,0.377,0.942,0.783,0.429,0.235,0.603,0.676,0.595,0,0,0,1305,84,916
"mydtm_sparse_0.98","code_24_Gangs","GLMNET",1000,0.954,0.101,0.796,0.742,0.857,0.155,0.964,0.793,0.774,0.101,0.778,0.742,0.857,0,0,0,1305,84,916
"mydtm_sparse_0.98","code_24_Gangs","FORESTS",1000,0.966,0.325,0.788,0.802,0.774,0.33,0.965,0.81,0.762,0.325,0.769,0.802,0.774,0,0,0,1305,84,916
"mydtm_sparse_0.98","code_24_Gangs","MAXENTROPY",1000,0.748,0.999,0.468,0.46,0.476,1,0.91,0.462,0.44,0.999,0.418,0.46,0.476,0,0,0,1305,84,916
"mydtm_sparse_0.98","code_24_Gangs","RANDOM FOREST ENSEMBLE",250,0.928,0.278,0.828,0.8,0.857,0.497,0.96,0.846,0.786,0.278,0.806,0.8,0.857,0,0,0,1305,84,916
"mydtm_sparse_0.98","code_25_Illinois State Police","SVM",1000,0.899,0.142,0.535,0.594,0.487,0.186,0.971,0.75,0.385,0.186,0.525,0.75,0.385,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_25_Illinois State Police","GLMNET",1000,0.928,0.044,0.408,0.339,0.513,0.787,0.96,0,0,0.031,0.398,0.262,0.718,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_25_Illinois State Police","FORESTS",1000,0.907,0.085,0.509,0.394,0.718,0.155,0.965,0.567,0.436,0.085,0.507,0.394,0.718,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_25_Illinois State Police","MAXENTROPY",1000,0.745,0.066,0.506,0.5,0.513,0.998,0.963,0.531,0.436,0.066,0.486,0.5,0.513,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_25_Illinois State Police","RANDOM FOREST ENSEMBLE",250,0.976,0.258,0.632,0.6,0.667,0.711,0.976,1,0.333,0.258,0.618,0.6,0.667,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_26_Homicides","SVM",1000,0.93,0.304,0.808,0.784,0.834,0.304,0.881,0.784,0.834,0.304,0.723,0.784,0.834,0,0,0,1305,301,699
"mydtm_sparse_0.98","code_26_Homicides","GLMNET",1000,0.954,0.21,0.855,0.793,0.927,0.304,0.906,0.839,0.85,0.21,0.79,0.793,0.927,0,0,0,1305,301,699
"mydtm_sparse_0.98","code_26_Homicides","FORESTS",1000,0.962,0.4,0.861,0.812,0.917,0.425,0.911,0.821,0.9,0.4,0.799,0.812,0.917,0,0,0,1305,301,699
"mydtm_sparse_0.98","code_26_Homicides","MAXENTROPY",1000,0.819,0.009,0.736,0.731,0.741,0.533,0.841,0.747,0.714,0.009,0.621,0.731,0.741,0,0,0,1305,301,699
"mydtm_sparse_0.98","code_26_Homicides","RANDOM FOREST ENSEMBLE",250,0.951,0.205,0.859,0.792,0.938,0.561,0.904,0.88,0.815,0.205,0.789,0.792,0.938,0,0,0,1305,301,699
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","SVM",1000,0.985,0.594,0.5,0.571,0.444,0.933,0.992,1,0.111,0.594,0.5,0.571,0.444,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","GLMNET",1000,0.992,0.493,0.6,0.545,0.667,0.493,0.992,0.545,0.667,0.493,0.599,0.545,0.667,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","FORESTS",1000,0.994,0.2,0.64,0.5,0.889,0.49,0.992,1,0.111,0.2,0.663,0.5,0.889,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","MAXENTROPY",1000,0.759,0.991,0.5,1,0.333,0.991,0.994,1,0.333,0.991,0.576,1,0.333,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","RANDOM FOREST ENSEMBLE",250,0.992,0.462,0.5,0.333,1,0.658,0.992,0,0,0.462,0.575,0.333,1,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_28_Chicago Police Board","SVM",1000,0.518,0.005,0.012,0.006,0.6,0.023,0.994,0,0,0.003,0.018,0.005,1,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","GLMNET",1000,0.5,0.005,0.01,0.005,1,0.005,0.005,0.005,1,99999,99999,99999,99999,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","FORESTS",1000,0.419,0,0.01,0.005,1,0.06,0.994,0,0,0.06,-0.002,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","MAXENTROPY",1000,0.463,0,0.01,0.005,1,0.981,0.994,0,0,0.981,-0.002,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.034,0.976,0,99999,99999,99999,99999,99999,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_29_Immigration","SVM",1000,0.917,0.545,0.545,0.75,0.429,0.921,0.995,1,0.286,0.545,0.565,0.75,0.429,0,0,0,1305,7,993
