"df_name","crime_category","model","num_articles_predicted","AUC","Cutoff_for_max_F_score","Max_F_score","Precision_for_max_F_score","Recall_for_max_F_score","Cutoff_for_max_Accuracy","Max_Accuracy","Precision_for_max_Accuracy","Recall_for_max_Accuracy","Cutoff_for_max_matt_coef","Max_Matt_coef","Precision_for_max_Matt_coef","Recall_for_max_Matt_coef","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_stem_sparse_0.98","code_20_Parole","SVM",1000,0.675,0.044,0.2,0.125,0.5,0.107,0.993,0,0,0.044,0.242,0.125,0.5,0,1,0,1243,6,994
"mydtm_stem_sparse_0.98","code_20_Parole","GLMNET",1000,0.653,0.009,0.028,0.014,0.667,0.107,0.993,0,0,0.009,0.066,0.014,0.667,0,1,0,1243,6,994
"mydtm_stem_sparse_0.98","code_20_Parole","FORESTS",1000,0.734,0.08,0.105,0.077,0.167,0.185,0.993,0,0,0.08,0.105,0.077,0.167,0,1,0,1243,6,994
"mydtm_stem_sparse_0.98","code_20_Parole","MAXENTROPY",1000,0.564,0.993,0.25,0.5,0.167,0.993,0.994,0.5,0.167,0.993,0.286,0.5,0.167,0,1,0,1243,6,994
"mydtm_stem_sparse_0.98","code_20_Parole","RANDOM FOREST ENSEMBLE",250,0.511,0.01,0.083,0.045,0.5,0.248,0.988,0,0,0.01,0.131,0.045,0.5,0,1,0,1243,6,994
"mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy","SVM",1000,0.793,0.055,0.143,0.105,0.222,0.153,0.99,0,0,0.055,0.142,0.105,0.222,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy","GLMNET",1000,0.848,0.109,0.143,0.2,0.111,0.454,0.99,0,0,0.012,0.164,0.04,0.889,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy","FORESTS",1000,0.874,0.18,0.143,0.2,0.111,0.37,0.99,0,0,0.03,0.189,0.056,0.778,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy","MAXENTROPY",1000,0.532,0.011,0.065,0.045,0.111,1,0.989,0,0,0.011,0.058,0.045,0.111,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy","RANDOM FOREST ENSEMBLE",250,0.879,0.031,0.091,0.05,0.5,0.255,0.988,0,0,0.002,0.197,0.047,1,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_22_Drugs","SVM",1000,0.862,0.246,0.614,0.684,0.557,0.382,0.954,0.8,0.457,0.246,0.592,0.684,0.557,0,1,0,1243,70,930
"mydtm_stem_sparse_0.98","code_22_Drugs","GLMNET",1000,0.94,0.086,0.663,0.573,0.786,0.45,0.955,0.903,0.4,0.086,0.642,0.573,0.786,0,1,0,1243,70,930
"mydtm_stem_sparse_0.98","code_22_Drugs","FORESTS",1000,0.948,0.285,0.671,0.671,0.671,0.285,0.954,0.671,0.671,0.285,0.647,0.671,0.671,0,1,0,1243,70,930
"mydtm_stem_sparse_0.98","code_22_Drugs","MAXENTROPY",1000,0.781,1,0.633,0.76,0.543,1,0.956,0.76,0.543,1,0.62,0.76,0.543,0,1,0,1243,70,930
"mydtm_stem_sparse_0.98","code_22_Drugs","RANDOM FOREST ENSEMBLE",250,0.975,0.488,0.789,0.833,0.75,0.488,0.968,0.833,0.75,0.488,0.773,0.833,0.75,0,1,0,1243,70,930
"mydtm_stem_sparse_0.98","code_23_Chicago Public Schools","SVM",1000,0.953,0.225,0.743,0.765,0.722,0.225,0.973,0.765,0.722,0.225,0.729,0.765,0.722,0,1,0,1243,54,946
"mydtm_stem_sparse_0.98","code_23_Chicago Public Schools","GLMNET",1000,0.952,0.127,0.755,0.769,0.741,0.127,0.974,0.769,0.741,0.127,0.741,0.769,0.741,0,1,0,1243,54,946
"mydtm_stem_sparse_0.98","code_23_Chicago Public Schools","FORESTS",1000,0.959,0.34,0.863,0.917,0.815,0.34,0.986,0.917,0.815,0.34,0.857,0.917,0.815,0,1,0,1243,54,946
"mydtm_stem_sparse_0.98","code_23_Chicago Public Schools","MAXENTROPY",1000,0.879,0.905,0.75,0.78,0.722,0.924,0.974,0.804,0.685,0.905,0.737,0.78,0.722,0,1,0,1243,54,946
"mydtm_stem_sparse_0.98","code_23_Chicago Public Schools","RANDOM FOREST ENSEMBLE",250,0.967,0.597,0.769,0.833,0.714,0.984,0.988,1,0.571,0.597,0.765,0.833,0.714,0,1,0,1243,54,946
"mydtm_stem_sparse_0.98","code_24_Gangs","SVM",1000,0.894,0.249,0.642,0.667,0.619,0.315,0.943,0.745,0.488,0.249,0.611,0.667,0.619,0,1,0,1243,84,916
"mydtm_stem_sparse_0.98","code_24_Gangs","GLMNET",1000,0.957,0.121,0.811,0.76,0.869,0.127,0.966,0.778,0.833,0.121,0.795,0.76,0.869,0,1,0,1243,84,916
"mydtm_stem_sparse_0.98","code_24_Gangs","FORESTS",1000,0.967,0.305,0.775,0.734,0.821,0.305,0.96,0.734,0.821,0.305,0.755,0.734,0.821,0,1,0,1243,84,916
"mydtm_stem_sparse_0.98","code_24_Gangs","MAXENTROPY",1000,0.784,1,0.523,0.511,0.536,1,0.918,0.511,0.536,1,0.479,0.511,0.536,0,1,0,1243,84,916
"mydtm_stem_sparse_0.98","code_24_Gangs","RANDOM FOREST ENSEMBLE",250,0.964,0.358,0.862,0.833,0.893,0.358,0.968,0.833,0.893,0.358,0.845,0.833,0.893,0,1,0,1243,84,916
"mydtm_stem_sparse_0.98","code_25_Illinois State Police","SVM",1000,0.893,0.181,0.629,0.71,0.564,0.264,0.974,0.842,0.41,0.181,0.62,0.71,0.564,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_25_Illinois State Police","GLMNET",1000,0.902,0.063,0.409,0.352,0.487,0.679,0.96,0,0,0.063,0.386,0.352,0.487,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_25_Illinois State Police","FORESTS",1000,0.87,0.095,0.4,0.328,0.513,0.295,0.962,1,0.026,0.095,0.38,0.328,0.513,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_25_Illinois State Police","MAXENTROPY",1000,0.78,0.276,0.513,0.513,0.513,1,0.964,0.552,0.41,0.276,0.493,0.513,0.513,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_25_Illinois State Police","RANDOM FOREST ENSEMBLE",250,0.969,0.27,0.75,0.857,0.667,0.27,0.984,0.857,0.667,0.27,0.748,0.857,0.667,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_26_Homicides","SVM",1000,0.929,0.261,0.813,0.776,0.854,0.389,0.888,0.839,0.777,0.389,0.729,0.839,0.777,0,1,0,1243,301,699
"mydtm_stem_sparse_0.98","code_26_Homicides","GLMNET",1000,0.956,0.258,0.869,0.828,0.914,0.276,0.917,0.832,0.907,0.258,0.81,0.828,0.914,0,1,0,1243,301,699
"mydtm_stem_sparse_0.98","code_26_Homicides","FORESTS",1000,0.968,0.44,0.864,0.842,0.887,0.47,0.917,0.859,0.867,0.44,0.804,0.842,0.887,0,1,0,1243,301,699
"mydtm_stem_sparse_0.98","code_26_Homicides","MAXENTROPY",1000,0.817,0.008,0.743,0.738,0.748,0.008,0.844,0.738,0.748,0.008,0.631,0.738,0.748,0,1,0,1243,301,699
"mydtm_stem_sparse_0.98","code_26_Homicides","RANDOM FOREST ENSEMBLE",250,0.97,0.352,0.912,0.867,0.963,0.352,0.94,0.867,0.963,0.352,0.87,0.867,0.963,0,1,0,1243,301,699
"mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority","SVM",1000,0.986,0.391,0.667,0.833,0.556,0.391,0.995,0.833,0.556,0.391,0.678,0.833,0.556,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority","GLMNET",1000,0.991,0.315,0.5,0.4,0.667,0.896,0.99,0,0,0.106,0.551,0.31,1,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority","FORESTS",1000,0.992,0.16,0.615,0.471,0.889,0.34,0.992,1,0.111,0.16,0.643,0.471,0.889,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority","MAXENTROPY",1000,0.768,0.793,0.615,1,0.444,0.793,0.995,1,0.444,0.793,0.665,1,0.444,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority","RANDOM FOREST ENSEMBLE",250,0.992,0.315,0.5,0.333,1,0.579,0.992,0,0,0.315,0.575,0.333,1,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_28_Chicago Police Board","SVM",1000,0.485,0.005,0.012,0.006,1,0.008,0.991,0,0,0.005,0.03,0.006,1,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_28_Chicago Police Board","GLMNET",1000,0.483,0.005,0.01,0.005,1,0.009,0.993,0,0,0.009,-0.003,0,0,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_28_Chicago Police Board","FORESTS",1000,0.495,0.005,0.012,0.006,0.4,0.085,0.994,0,0,0.005,0.009,0.006,0.4,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_28_Chicago Police Board","MAXENTROPY",1000,0.469,0,0.01,0.005,1,1,0.994,0,0,1,-0.002,0,0,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_28_Chicago Police Board","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.023,0.884,0,99999,99999,99999,99999,99999,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_29_Immigration","SVM",1000,0.91,0.149,0.571,0.571,0.571,0.945,0.994,1,0.143,0.149,0.568,0.571,0.571,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_29_Immigration","GLMNET",1000,0.958,0.009,0.19,0.114,0.571,0.077,0.992,0,0,0.007,0.272,0.094,0.857,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_29_Immigration","FORESTS",1000,0.811,0.015,0.069,0.036,0.714,0.25,0.992,0,0,0.015,0.141,0.036,0.714,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_29_Immigration","MAXENTROPY",1000,0.837,0.42,0.533,0.5,0.571,0.992,0.995,1,0.286,0.992,0.533,1,0.286,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_29_Immigration","RANDOM FOREST ENSEMBLE",250,0.902,0,0.071,0.037,1,0.714,0.992,0,0,0,0.182,0.037,1,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_31_Unspecified Crime","SVM",1000,0.682,0.25,0.428,0.31,0.693,0.715,0.803,0.778,0.035,0.25,0.244,0.31,0.693,0,1,0,1243,202,798
"mydtm_stem_sparse_0.98","code_31_Unspecified Crime","GLMNET",1000,0.728,0.272,0.467,0.34,0.743,0.619,0.801,0.545,0.089,0.255,0.309,0.329,0.797,0,1,0,1243,202,798
"mydtm_stem_sparse_0.98","code_31_Unspecified Crime","FORESTS",1000,0.735,0.35,0.45,0.365,0.584,0.48,0.801,0.525,0.158,0.25,0.282,0.309,0.807,0,1,0,1243,202,798
"mydtm_stem_sparse_0.98","code_31_Unspecified Crime","MAXENTROPY",1000,0.597,0.035,0.368,0.297,0.485,1,0.668,0.294,0.46,0.035,0.166,0.297,0.485,0,1,0,1243,202,798
"mydtm_stem_sparse_0.98","code_31_Unspecified Crime","RANDOM FOREST ENSEMBLE",250,0.681,0.206,0.469,0.339,0.759,0.694,0.788,0.667,0.037,0.206,0.289,0.339,0.759,0,1,0,1243,202,798
"mydtm_stem_sparse_0.98","code_32_Illinois State Court","SVM",1000,0.782,0.004,0.008,0.004,1,0.537,0.998,0,0,0.004,0.055,0.004,1,0,1,0,1243,1,999
"mydtm_stem_sparse_0.98","code_32_Illinois State Court","GLMNET",1000,0.735,0.005,0.005,0.003,1,0.05,0.998,0,0,0.005,0.039,0.003,1,0,1,0,1243,1,999
"mydtm_stem_sparse_0.98","code_32_Illinois State Court","FORESTS",1000,0.359,0,0.002,0.001,1,0.16,0.998,0,0,0.16,-0.001,0,0,0,1,0,1243,1,999
"mydtm_stem_sparse_0.98","code_32_Illinois State Court","MAXENTROPY",1000,0.47,0,0.002,0.001,1,1,0.998,0,0,1,-0.001,0,0,0,1,0,1243,1,999
"mydtm_stem_sparse_0.98","code_32_Illinois State Court","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.061,0.992,0,99999,99999,99999,99999,99999,0,1,0,1243,1,999
"mydtm_stem_sparse_0.98","code_33_Arson","SVM",1000,0.804,0.064,0.692,0.9,0.562,0.064,0.992,0.9,0.562,0.064,0.708,0.9,0.562,0,1,0,1243,16,984
"mydtm_stem_sparse_0.98","code_33_Arson","GLMNET",1000,0.901,0.027,0.514,0.474,0.562,0.386,0.987,1,0.188,0.027,0.508,0.474,0.562,0,1,0,1243,16,984
"mydtm_stem_sparse_0.98","code_33_Arson","FORESTS",1000,0.873,0.18,0.4,1,0.25,0.18,0.988,1,0.25,0.18,0.497,1,0.25,0,1,0,1243,16,984
"mydtm_stem_sparse_0.98","code_33_Arson","MAXENTROPY",1000,0.734,0.939,0.545,1,0.375,0.939,0.99,1,0.375,0.939,0.609,1,0.375,0,1,0,1243,16,984
"mydtm_stem_sparse_0.98","code_33_Arson","RANDOM FOREST ENSEMBLE",250,0.825,0.047,0.143,0.091,0.333,0.495,0.984,0,0,0.047,0.155,0.091,0.333,0,1,0,1243,16,984
"mydtm_stem_sparse_0.98","code_34_Burlgary","SVM",1000,0.823,0.099,0.366,0.354,0.378,0.346,0.96,0.692,0.2,0.346,0.358,0.692,0.2,0,1,0,1243,45,955
"mydtm_stem_sparse_0.98","code_34_Burlgary","GLMNET",1000,0.921,0.041,0.575,0.595,0.556,0.464,0.963,0.9,0.2,0.041,0.556,0.595,0.556,0,1,0,1243,45,955
"mydtm_stem_sparse_0.98","code_34_Burlgary","FORESTS",1000,0.844,0.145,0.53,0.579,0.489,0.23,0.965,0.727,0.356,0.145,0.512,0.579,0.489,0,1,0,1243,45,955
"mydtm_stem_sparse_0.98","code_34_Burlgary","MAXENTROPY",1000,0.671,0.724,0.366,0.5,0.289,1,0.961,0.75,0.2,1,0.375,0.75,0.2,0,1,0,1243,45,955
"mydtm_stem_sparse_0.98","code_34_Burlgary","RANDOM FOREST ENSEMBLE",250,0.785,0.429,0.476,0.556,0.417,0.984,0.956,1,0.083,0.429,0.459,0.556,0.417,0,1,0,1243,45,955
"mydtm_stem_sparse_0.98","code_35_Driving Under the Influence","SVM",1000,0.94,0.456,0.667,0.815,0.564,0.527,0.978,0.84,0.538,0.456,0.668,0.815,0.564,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_35_Driving Under the Influence","GLMNET",1000,0.963,0.213,0.649,0.658,0.641,0.295,0.973,0.714,0.513,0.079,0.639,0.525,0.821,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_35_Driving Under the Influence","FORESTS",1000,0.968,0.315,0.757,0.8,0.718,0.315,0.982,0.8,0.718,0.315,0.749,0.8,0.718,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_35_Driving Under the Influence","MAXENTROPY",1000,0.832,0.575,0.641,0.641,0.641,0.996,0.972,0.704,0.487,0.575,0.626,0.641,0.641,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_35_Driving Under the Influence","RANDOM FOREST ENSEMBLE",250,0.961,0.255,0.593,0.5,0.727,0.824,0.972,1,0.364,0.824,0.594,1,0.364,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_36_Fraud","SVM",1000,0.952,0.223,0.632,0.612,0.652,0.488,0.966,0.7,0.457,0.223,0.614,0.612,0.652,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_36_Fraud","GLMNET",1000,0.944,0.247,0.532,0.636,0.457,0.407,0.965,0.739,0.37,0.247,0.521,0.636,0.457,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_36_Fraud","FORESTS",1000,0.945,0.19,0.554,0.47,0.674,0.31,0.964,0.679,0.413,0.19,0.538,0.47,0.674,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_36_Fraud","MAXENTROPY",1000,0.828,0.058,0.523,0.459,0.609,1,0.962,0.643,0.391,0.002,0.503,0.419,0.674,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_36_Fraud","RANDOM FOREST ENSEMBLE",250,0.967,0.877,0.615,0.667,0.571,0.966,0.984,1,0.429,0.966,0.649,1,0.429,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_37_Robbery","SVM",1000,0.882,0.216,0.626,0.629,0.624,0.5,0.912,0.826,0.429,0.315,0.574,0.742,0.519,0,1,0,1243,133,867
"mydtm_stem_sparse_0.98","code_37_Robbery","GLMNET",1000,0.939,0.104,0.717,0.621,0.85,0.259,0.925,0.796,0.586,0.102,0.678,0.616,0.857,0,1,0,1243,133,867
"mydtm_stem_sparse_0.98","code_37_Robbery","FORESTS",1000,0.934,0.32,0.749,0.77,0.729,0.35,0.936,0.795,0.699,0.32,0.712,0.77,0.729,0,1,0,1243,133,867
"mydtm_stem_sparse_0.98","code_37_Robbery","MAXENTROPY",1000,0.738,0.027,0.516,0.481,0.556,1,0.869,0.508,0.481,0.027,0.437,0.481,0.556,0,1,0,1243,133,867
"mydtm_stem_sparse_0.98","code_37_Robbery","RANDOM FOREST ENSEMBLE",250,0.924,0.215,0.709,0.596,0.875,0.625,0.916,0.789,0.469,0.215,0.674,0.596,0.875,0,1,0,1243,133,867
"mydtm_stem_sparse_0.98","code_38_Police Use of Taser","SVM",1000,0.998,0.157,0.667,1,0.5,0.157,0.999,1,0.5,0.157,0.707,1,0.5,0,1,0,1243,2,998
"mydtm_stem_sparse_0.98","code_38_Police Use of Taser","GLMNET",1000,0.5,0.004,0.004,0.002,1,0.004,0.002,0.002,1,99999,99999,99999,99999,0,1,0,1243,2,998
"mydtm_stem_sparse_0.98","code_38_Police Use of Taser","FORESTS",1000,0.366,0,0.004,0.002,1,0.11,0.997,0,0,0.11,-0.001,0,0,0,1,0,1243,2,998
"mydtm_stem_sparse_0.98","code_38_Police Use of Taser","MAXENTROPY",1000,0.711,0.001,0.032,0.016,0.5,0.272,0.997,0,0,0.001,0.082,0.016,0.5,0,1,0,1243,2,998
"mydtm_stem_sparse_0.98","code_38_Police Use of Taser","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.01,0.996,0,99999,99999,99999,99999,99999,0,1,0,1243,2,998
"mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department","SVM",1000,0.777,0.24,0.719,0.604,0.887,0.436,0.717,0.687,0.661,0.24,0.444,0.604,0.887,1,0,0,1305,442,558
"mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department","GLMNET",1000,0.83,0.45,0.757,0.695,0.83,0.603,0.768,0.751,0.71,0.45,0.539,0.695,0.83,1,0,0,1305,442,558
"mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department","FORESTS",1000,0.855,0.47,0.772,0.705,0.853,0.555,0.786,0.765,0.744,0.485,0.57,0.716,0.837,1,0,0,1305,442,558
"mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department","MAXENTROPY",1000,0.678,0.002,0.64,0.623,0.658,0.997,0.678,0.642,0.613,0.06,0.349,0.633,0.647,1,0,0,1305,442,558
"mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department","RANDOM FOREST ENSEMBLE",250,0.831,0.543,0.76,0.744,0.777,0.625,0.792,0.812,0.696,0.625,0.579,0.812,0.696,1,0,0,1305,442,558
"mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office","SVM",1000,0.874,0.241,0.555,0.52,0.596,0.544,0.921,0.604,0.326,0.241,0.51,0.52,0.596,1,0,0,1305,89,911
"mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office","GLMNET",1000,0.916,0.161,0.59,0.512,0.697,0.349,0.927,0.633,0.427,0.161,0.552,0.512,0.697,1,0,0,1305,89,911
"mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office","FORESTS",1000,0.939,0.23,0.66,0.61,0.719,0.29,0.944,0.739,0.573,0.23,0.626,0.61,0.719,1,0,0,1305,89,911
"mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office","MAXENTROPY",1000,0.795,0.05,0.469,0.403,0.562,1,0.911,0.5,0.236,0.002,0.421,0.36,0.663,1,0,0,1305,89,911
"mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office","RANDOM FOREST ENSEMBLE",250,0.903,0.488,0.68,0.654,0.708,0.488,0.936,0.654,0.708,0.488,0.645,0.654,0.708,1,0,0,1305,89,911
"mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court","SVM",1000,0.838,0.242,0.311,0.25,0.41,0.937,0.962,1,0.026,0.242,0.285,0.25,0.41,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court","GLMNET",1000,0.908,0.289,0.349,0.319,0.385,0.71,0.965,0.75,0.154,0.097,0.336,0.155,0.949,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court","FORESTS",1000,0.898,0.255,0.366,0.315,0.436,0.355,0.963,0.667,0.103,0.255,0.34,0.315,0.436,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court","MAXENTROPY",1000,0.71,0.95,0.237,0.204,0.282,1,0.94,0.161,0.128,0.002,0.216,0.137,0.538,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court","RANDOM FOREST ENSEMBLE",250,0.867,0.279,0.316,0.333,0.3,0.66,0.956,0,0,0.017,0.306,0.13,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail","SVM",1000,0.928,0.516,0.564,0.611,0.524,0.997,0.986,0.889,0.381,0.977,0.586,0.818,0.429,1,0,0,1305,21,979
"mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail","GLMNET",1000,0.952,0.138,0.605,0.591,0.619,0.923,0.986,0.889,0.381,0.138,0.596,0.591,0.619,1,0,0,1305,21,979
"mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail","FORESTS",1000,0.952,0.18,0.632,0.706,0.571,0.265,0.987,0.9,0.429,0.18,0.628,0.706,0.571,1,0,0,1305,21,979
"mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail","MAXENTROPY",1000,0.908,0.779,0.537,0.55,0.524,1,0.985,0.8,0.381,1,0.546,0.8,0.381,1,0,0,1305,21,979
"mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail","RANDOM FOREST ENSEMBLE",250,0.92,0.507,0.667,1,0.5,0.507,0.984,1,0.5,0.507,0.701,1,0.5,1,0,0,1305,21,979
"mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police","SVM",1000,0.947,0.393,0.667,0.812,0.565,0.393,0.974,0.812,0.565,0.393,0.665,0.812,0.565,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police","GLMNET",1000,0.98,0.07,0.679,0.6,0.783,0.323,0.968,0.706,0.522,0.046,0.678,0.556,0.87,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police","FORESTS",1000,0.977,0.175,0.707,0.66,0.761,0.19,0.971,0.689,0.674,0.175,0.694,0.66,0.761,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police","MAXENTROPY",1000,0.826,0.115,0.449,0.423,0.478,0.995,0.959,0.692,0.196,0.115,0.422,0.423,0.478,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police","RANDOM FOREST ENSEMBLE",250,0.975,0.256,0.667,0.529,0.9,0.937,0.964,0.6,0.3,0.256,0.675,0.529,0.9,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office","SVM",1000,0.854,0.019,0.095,0.054,0.429,0.776,0.992,0,0,0.014,0.144,0.046,0.571,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office","GLMNET",1000,0.829,0.028,0.214,0.143,0.429,0.269,0.992,0,0,0.015,0.278,0.116,0.714,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office","FORESTS",1000,0.963,0.05,0.462,0.5,0.429,0.05,0.993,0.5,0.429,0.05,0.459,0.5,0.429,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office","MAXENTROPY",1000,0.833,0.06,0.154,0.105,0.286,0.978,0.992,0,0,0.06,0.164,0.105,0.286,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office","RANDOM FOREST ENSEMBLE",250,0.934,0.024,0.095,0.05,1,0.627,0.992,0,0,0.024,0.215,0.05,1,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections","SVM",1000,0.832,0.05,0.1,0.062,0.25,0.213,0.995,0,0,0.024,0.124,0.036,0.5,1,0,0,1305,4,996
"mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections","GLMNET",1000,0.928,0.042,0.118,0.077,0.25,0.222,0.995,0,0,0.015,0.199,0.058,0.75,1,0,0,1305,4,996
"mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections","FORESTS",1000,0.677,0.025,0.052,0.027,0.5,0.1,0.994,0,0,0.025,0.104,0.027,0.5,1,0,0,1305,4,996
"mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections","MAXENTROPY",1000,0.809,0.046,0.143,0.1,0.25,0.398,0.995,0,0,0.046,0.153,0.1,0.25,1,0,0,1305,4,996
"mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections","RANDOM FOREST ENSEMBLE",250,0.698,0.001,0.095,0.053,0.5,0.356,0.988,0,0,0.001,0.144,0.053,0.5,1,0,0,1305,4,996
"mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence","SVM",1000,0.875,0.061,0.448,0.32,0.75,0.43,0.952,0.591,0.25,0.061,0.449,0.32,0.75,1,0,0,1305,52,948
"mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence","GLMNET",1000,0.902,0.143,0.462,0.538,0.404,0.275,0.953,0.609,0.269,0.143,0.441,0.538,0.404,1,0,0,1305,52,948
"mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence","FORESTS",1000,0.9,0.155,0.51,0.52,0.5,0.25,0.955,0.684,0.25,0.155,0.484,0.52,0.5,1,0,0,1305,52,948
"mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence","MAXENTROPY",1000,0.802,0.231,0.426,0.411,0.442,1,0.947,0.429,0.058,0.016,0.395,0.303,0.635,1,0,0,1305,52,948
"mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence","RANDOM FOREST ENSEMBLE",250,0.815,0.188,0.48,0.375,0.667,0.633,0.948,1,0.278,0.633,0.513,1,0.278,1,0,0,1305,52,948
"mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault","SVM",1000,0.981,0.468,0.866,0.9,0.835,0.468,0.975,0.9,0.835,0.468,0.853,0.9,0.835,1,0,0,1305,97,903
"mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault","GLMNET",1000,0.967,0.191,0.839,0.876,0.804,0.208,0.97,0.885,0.794,0.191,0.823,0.876,0.804,1,0,0,1305,97,903
