"0","1","model_type","df_name","crime_category"
"0.89","0.76","SVM_PRECISION","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.99","0.13","SVM_RECALL","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.94","0.22","SVM_FSCORE","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.88","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_15_Juvenile"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.94","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.89","0.77","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.99","0.14","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.94","0.24","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.92","0.37","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.91","0.4","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_15_Juvenile"
"0.91","0.38","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_15_Juvenile"
"1","NaN","SVM_PRECISION","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","0.33","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","0.4","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"1","0.36","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_16_Re-Entry"
"0.69","0.61","SVM_PRECISION","mydtm_stem_sparse_0.98","code_17_Violence"
"0.8","0.48","SVM_RECALL","mydtm_stem_sparse_0.98","code_17_Violence"
"0.74","0.54","SVM_FSCORE","mydtm_stem_sparse_0.98","code_17_Violence"
"0.74","0.67","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_17_Violence"
"0.8","0.58","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_17_Violence"
"0.77","0.62","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_17_Violence"
"0.67","0.67","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_17_Violence"
"0.87","0.37","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_17_Violence"
"0.76","0.48","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_17_Violence"
"0.69","0.54","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_17_Violence"
"0.68","0.56","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_17_Violence"
"0.68","0.55","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_17_Violence"
"0.99","1","SVM_PRECISION","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0.12","SVM_RECALL","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0.21","SVM_FSCORE","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0","SVM_PRECISION","mydtm_stem_sparse_0.98","code_19_Probation"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_19_Probation"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","0","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_19_Probation"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","0.17","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","0.11","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","0.13","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_19_Probation"
"0.99","NaN","SVM_PRECISION","mydtm_stem_sparse_0.98","code_20_Parole"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_20_Parole"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_20_Parole"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","0.11","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","0.17","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","0.13","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_20_Parole"
"0.99","NaN","SVM_PRECISION","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","0","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_21_Criminal Justice Policy"
"0.96","0.82","SVM_PRECISION","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.99","0.4","SVM_RECALL","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.97","0.54","SVM_FSCORE","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.94","0.9","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_22_Drugs"
"1","0.13","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.97","0.23","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.96","0.9","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_22_Drugs"
"1","0.39","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.98","0.54","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.97","0.57","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.97","0.56","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.97","0.56","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_22_Drugs"
"0.97","0.85","SVM_PRECISION","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.99","0.52","SVM_RECALL","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.65","SVM_FSCORE","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.97","1","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"1","0.5","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.67","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.97","0.83","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.99","0.46","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.59","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.72","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.72","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.72","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_23_Chicago Public Schools"
"0.94","0.79","SVM_PRECISION","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.99","0.26","SVM_RECALL","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.96","0.39","SVM_FSCORE","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.93","0.76","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_24_Gangs"
"1","0.15","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.96","0.25","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.94","0.83","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.99","0.36","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.96","0.5","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.96","0.43","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.93","0.6","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.94","0.5","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_24_Gangs"
"0.97","0.78","SVM_PRECISION","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"1","0.18","SVM_RECALL","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.98","0.29","SVM_FSCORE","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.96","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.98","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.96","0","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.98","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.98","0.51","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.98","0.49","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.98","0.5","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_25_Illinois State Police"
"0.89","0.86","SVM_PRECISION","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.95","0.72","SVM_RECALL","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.92","0.78","SVM_FSCORE","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.93","0.87","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.95","0.82","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.94","0.84","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.89","0.88","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.96","0.73","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.92","0.8","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.87","0.74","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.89","0.7","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.88","0.72","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_26_Homicides"
"0.99","0.67","SVM_PRECISION","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.22","SVM_RECALL","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.33","SVM_FSCORE","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.29","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.22","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.25","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.67","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.44","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.53","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_27_Independent Police Review Authority"
"1","NaN","SVM_PRECISION","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"0.99","0","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"0.99","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_28_Chicago Police Board"
"1","0.6","SVM_PRECISION","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0.43","SVM_RECALL","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0.5","SVM_FSCORE","mydtm_stem_sparse_0.98","code_29_Immigration"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_29_Immigration"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_29_Immigration"
"0.99","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_29_Immigration"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0.5","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0.43","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_29_Immigration"
"1","0.46","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_29_Immigration"
"0.81","0.4","SVM_PRECISION","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.95","0.14","SVM_RECALL","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.87","0.21","SVM_FSCORE","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.81","0.5","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.98","0.08","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.89","0.14","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.82","0.43","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.94","0.18","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.88","0.25","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.84","0.29","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.71","0.47","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"0.77","0.36","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_31_Unspecified Crime"
"1","0","SVM_PRECISION","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","0","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"1","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_32_Illinois State Court"
"0.99","1","SVM_PRECISION","mydtm_stem_sparse_0.98","code_33_Arson"
"1","0.31","SVM_RECALL","mydtm_stem_sparse_0.98","code_33_Arson"
"0.99","0.47","SVM_FSCORE","mydtm_stem_sparse_0.98","code_33_Arson"
"0.98","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_33_Arson"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_33_Arson"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_33_Arson"
"0.98","1","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_33_Arson"
"1","0.06","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_33_Arson"
"0.99","0.11","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_33_Arson"
"0.99","1","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_33_Arson"
"1","0.38","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_33_Arson"
"0.99","0.55","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_33_Arson"
"0.96","0.67","SVM_PRECISION","mydtm_stem_sparse_0.98","code_34_Burlgary"
"1","0.13","SVM_RECALL","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.98","0.22","SVM_FSCORE","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.96","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_34_Burlgary"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.98","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.96","0.88","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_34_Burlgary"
"1","0.16","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.98","0.27","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.97","0.45","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.98","0.29","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.97","0.35","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_34_Burlgary"
"0.98","0.84","SVM_PRECISION","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"1","0.54","SVM_RECALL","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.66","SVM_FSCORE","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.75","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"1","0.15","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.25","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.77","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"1","0.26","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.39","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.62","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.64","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.63","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.69","SVM_PRECISION","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.99","0.43","SVM_RECALL","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.98","0.53","SVM_FSCORE","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.96","1","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_36_Fraud"
"1","0.09","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.98","0.17","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.97","0.71","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.99","0.26","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.98","0.38","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.97","0.49","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.98","0.48","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.97","0.48","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_36_Fraud"
"0.92","0.82","SVM_PRECISION","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.99","0.42","SVM_RECALL","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.95","0.56","SVM_FSCORE","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.91","0.92","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_37_Robbery"
"1","0.35","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.95","0.51","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.92","0.89","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.99","0.44","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.95","0.59","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.93","0.48","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.91","0.53","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_37_Robbery"
"0.92","0.5","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_37_Robbery"
"1","NaN","SVM_PRECISION","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_38_Police Use of Taser"
"0.7","0.69","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.8","0.56","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.75","0.62","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.83","0.72","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.76","0.8","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.79","0.76","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.81","0.71","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.74","0.78","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.77","0.74","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.71","0.64","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.71","0.63","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.71","0.63","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
