"0","1","model_type","df_name","crime_category"
"0.99","0.56","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.97","0.68","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.96","0.5","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.94","0.62","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.95","0.55","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.97","0.75","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"1","0.23","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.98","0.35","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.96","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.98","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.96","0.6","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"1","0.08","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.98","0.14","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.98","0.52","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.99","0.38","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.98","0.44","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police"
"0.93","0.82","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.92","0.85","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.92","0.83","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.92","0.86","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.94","0.8","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.93","0.83","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.9","0.87","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.95","0.77","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.92","0.82","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.87","0.73","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.89","0.68","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"0.88","0.7","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_26_Homicides"
"1","0.6","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.67","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.63","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","1","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.11","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.2","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.57","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.44","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.5","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.62","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.56","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.59","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority"
"1","NaN","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"0.99","0","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board"
"0.99","0.5","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"1","0.14","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"0.99","0.22","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"0.99","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"0.99","0","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"0.99","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"1","0.75","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"1","0.43","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"1","0.55","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_29_Immigration"
"0.83","0.44","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.92","0.25","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.87","0.32","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.8","0.5","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.99","0.05","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.88","0.09","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.82","0.41","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.92","0.21","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.87","0.28","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.84","0.3","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.73","0.46","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"0.78","0.36","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime"
"1","0","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","0","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","0","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"1","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court"
"0.99","1","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"1","0.31","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.99","0.47","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.98","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.99","1","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"1","0.25","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.99","0.4","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.99","1","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"1","0.25","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.99","0.4","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_33_Arson"
"0.96","0.67","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"1","0.13","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.98","0.22","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.96","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.98","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.96","0.8","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"1","0.09","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.98","0.16","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.96","0.42","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.99","0.18","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.97","0.25","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_34_Burlgary"
"0.99","0.68","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.67","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.67","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.87","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"1","0.33","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.48","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.79","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.56","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.66","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.62","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.72","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.67","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.72","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.99","0.57","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.98","0.64","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.95","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.97","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.97","0.68","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.99","0.28","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.98","0.4","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.98","0.6","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.98","0.54","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.98","0.57","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_36_Fraud"
"0.92","0.9","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.99","0.43","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.95","0.58","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.91","0.91","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.99","0.37","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.95","0.53","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.91","0.94","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"1","0.38","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.95","0.54","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.93","0.54","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.93","0.55","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"0.93","0.54","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_37_Robbery"
"1","NaN","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_38_Police Use of Taser"
"0.71","0.69","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.79","0.59","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.75","0.64","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.82","0.72","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.76","0.79","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.79","0.75","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.81","0.71","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.75","0.78","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.78","0.74","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.69","0.6","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.68","0.62","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.68","0.61","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_2_Chicago Police Department"
"0.93","0.53","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.98","0.26","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.35","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.91","0.5","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"1","0.02","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.04","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.93","0.63","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.99","0.21","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.96","0.32","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.38","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.93","0.46","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.94","0.42","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.97","0.46","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.15","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","0.23","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.96","NaN","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"1","0","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","NaN","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.5","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.15","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","0.23","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.18","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.93","0.36","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.95","0.24","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.61","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.52","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.56","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.98","NaN","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"1","0","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.6","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.43","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.5","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.41","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.43","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.42","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.98","0.75","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0.52","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.61","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.95","NaN","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"1","0","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","NaN","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.68","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0.33","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.44","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.47","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.39","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.43","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","0","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","MAXENTROPY_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","MAXENTROPY_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"0.96","0.58","SVM_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.99","0.21","SVM_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","0.31","SVM_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.95","NaN","FORESTS_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"1","0","FORESTS_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","NaN","FORESTS_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.95","0.44","GLMNET_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.99","0.08","GLMNET_RECALL","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","0.14","GLMNET_FSCORE","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","0.5","MAXENTROPY_PRECISION","mydtm_stem_w_tfidf_sparse_0.98","code_9_Domestic Violence"
