"df_name","crime_category","ensemble_model","num_articles_predicted","Precision","Recall","F_Score","Accuracy","True_Negative_n","False_Negative_n","True_Positive_n_","False_Positive_","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_one_model_prob_1_greater_than_0.6",1000,0.333,0.143,0.2,0.992,991,6,1,2,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_two_models_prob_1_greater_than_0.6",1000,0,0,NA,0.992,992,7,0,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_one_model_prob_1_greater_than_0.7",1000,0.333,0.143,0.2,0.992,991,6,1,2,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_two_models_prob_1_greater_than_0.7",1000,0,0,NA,0.992,992,7,0,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_one_model_prob_1_greater_than_0.8",1000,0.5,0.143,0.222,0.993,992,6,1,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_two_models_prob_1_greater_than_0.8",1000,0,0,NA,0.992,992,7,0,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_7_Cook County Public Defender's Office","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.2",1000,0,0,NA,0.99,990,4,0,6,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.2",1000,0,0,NA,0.995,995,4,0,1,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.3",1000,0,0,NA,0.992,992,4,0,4,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.4",1000,0,0,NA,0.992,992,4,0,4,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.5",1000,0,0,NA,0.993,993,4,0,3,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.6",1000,0,0,NA,0.994,994,4,0,2,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.7",1000,0,0,NA,0.994,994,4,0,2,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_one_model_prob_1_greater_than_0.8",1000,0,0,NA,0.994,994,4,0,2,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_8_Illinois Department of Corrections","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.996,996,4,0,0,0,0,0,1305,4,996
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.2",1000,0.322,0.558,0.408,0.916,887,23,29,61,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.2",1000,0.5,0.385,0.435,0.948,928,32,20,20,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.2",1000,0.438,0.135,0.206,0.946,939,45,7,9,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.2",1000,0.667,0.115,0.197,0.951,945,46,6,3,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.3",1000,0.368,0.404,0.385,0.933,912,31,21,36,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.3",1000,0.522,0.231,0.32,0.949,937,40,12,11,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.3",1000,0.538,0.135,0.215,0.949,942,45,7,6,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.3",1000,0.6,0.058,0.105,0.949,946,49,3,2,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.4",1000,0.42,0.404,0.412,0.94,919,31,21,29,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.4",1000,0.5,0.154,0.235,0.948,940,44,8,8,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.4",1000,0.5,0.058,0.103,0.948,945,49,3,3,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.4",1000,1,0.019,0.038,0.949,948,51,1,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.5",1000,0.447,0.404,0.424,0.943,922,31,21,26,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.5",1000,0.538,0.135,0.215,0.949,942,45,7,6,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.5",1000,0.5,0.058,0.103,0.948,945,49,3,3,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.948,948,52,0,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.6",1000,0.455,0.385,0.417,0.944,924,32,20,24,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.6",1000,0.5,0.115,0.188,0.948,942,46,6,6,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.6",1000,1,0.058,0.109,0.951,948,49,3,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.948,948,52,0,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.7",1000,0.457,0.308,0.368,0.945,929,36,16,19,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.7",1000,0.571,0.077,0.136,0.949,945,48,4,3,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.7",1000,1,0.038,0.074,0.95,948,50,2,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.948,948,52,0,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_one_model_prob_1_greater_than_0.8",1000,0.441,0.288,0.349,0.944,929,37,15,19,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_two_models_prob_1_greater_than_0.8",1000,0.5,0.038,0.071,0.948,946,50,2,2,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","at_least_three_models_prob_1_greater_than_0.8",1000,1,0.038,0.074,0.95,948,50,2,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_9_Domestic Violence","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.948,948,52,0,0,0,0,0,1305,52,948
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.2",1000,0.636,0.938,0.758,0.942,851,6,91,52,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.2",1000,0.833,0.876,0.854,0.971,886,12,85,17,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.2",1000,0.899,0.825,0.86,0.974,894,17,80,9,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.2",1000,0.946,0.722,0.819,0.969,899,27,70,4,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.3",1000,0.732,0.928,0.818,0.96,870,7,90,33,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.3",1000,0.872,0.845,0.859,0.973,891,15,82,12,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.3",1000,0.902,0.763,0.827,0.969,895,23,74,8,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.3",1000,0.955,0.66,0.78,0.964,900,33,64,3,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.4",1000,0.754,0.887,0.815,0.961,875,11,86,28,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.4",1000,0.885,0.794,0.837,0.97,893,20,77,10,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.4",1000,0.919,0.701,0.795,0.965,897,29,68,6,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.4",1000,0.966,0.588,0.731,0.958,901,40,57,2,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.5",1000,0.778,0.866,0.82,0.963,879,13,84,24,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.5",1000,0.912,0.753,0.825,0.969,896,24,73,7,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.5",1000,0.937,0.608,0.738,0.958,899,38,59,4,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.5",1000,0.957,0.454,0.615,0.945,901,53,44,2,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.6",1000,0.783,0.856,0.818,0.963,880,14,83,23,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.6",1000,0.919,0.701,0.795,0.965,897,29,68,6,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.6",1000,0.944,0.526,0.675,0.951,900,46,51,3,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.6",1000,1,0.237,0.383,0.926,903,74,23,0,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.7",1000,0.802,0.835,0.818,0.964,883,16,81,20,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.7",1000,0.913,0.649,0.759,0.96,897,34,63,6,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.7",1000,0.941,0.495,0.649,0.948,900,49,48,3,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.7",1000,1,0.082,0.152,0.911,903,89,8,0,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_one_model_prob_1_greater_than_0.8",1000,0.808,0.825,0.816,0.964,884,17,80,19,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_two_models_prob_1_greater_than_0.8",1000,0.918,0.577,0.709,0.954,898,41,56,5,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","at_least_three_models_prob_1_greater_than_0.8",1000,0.976,0.412,0.58,0.942,902,57,40,1,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_10_Sexual Assault","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.903,903,97,0,0,0,0,0,1305,97,903
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.2",1000,0.176,0.4,0.245,0.963,957,9,6,28,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.2",1000,0.25,0.267,0.258,0.977,973,11,4,12,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.2",1000,0.4,0.133,0.2,0.984,982,13,2,3,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.2",1000,1,0.133,0.235,0.987,985,13,2,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.3",1000,0.24,0.4,0.3,0.972,966,9,6,19,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.3",1000,0.333,0.2,0.25,0.982,979,12,3,6,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.3",1000,0.333,0.067,0.111,0.984,983,14,1,2,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.4",1000,0.211,0.267,0.235,0.974,970,11,4,15,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.4",1000,0.4,0.133,0.2,0.984,982,13,2,3,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.4",1000,0.333,0.067,0.111,0.984,983,14,1,2,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.5",1000,0.222,0.267,0.242,0.975,971,11,4,14,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.5",1000,0.4,0.133,0.2,0.984,982,13,2,3,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.5",1000,0.333,0.067,0.111,0.984,983,14,1,2,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.6",1000,0.222,0.267,0.242,0.975,971,11,4,14,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.6",1000,0.25,0.067,0.105,0.983,982,14,1,3,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.6",1000,0,0,NA,0.983,983,15,0,2,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.7",1000,0.25,0.267,0.258,0.977,973,11,4,12,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.7",1000,0,0,NA,0.983,983,15,0,2,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.7",1000,0,0,NA,0.984,984,15,0,1,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_one_model_prob_1_greater_than_0.8",1000,0.231,0.2,0.214,0.978,975,12,3,10,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_two_models_prob_1_greater_than_0.8",1000,0,0,NA,0.983,983,15,0,2,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_11_Police Brutality","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.985,985,15,0,0,0,0,0,1305,15,985
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_one_model_prob_1_greater_than_0.2",1000,0.316,0.6,0.414,0.949,931,12,18,39,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_two_models_prob_1_greater_than_0.2",1000,0.632,0.4,0.49,0.975,963,18,12,7,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_three_models_prob_1_greater_than_0.2",1000,0.9,0.3,0.45,0.978,969,21,9,1,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","all_models_prob_1_greater_than_0.2",1000,0.75,0.1,0.176,0.972,969,27,3,1,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_one_model_prob_1_greater_than_0.3",1000,0.361,0.433,0.394,0.96,947,17,13,23,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_two_models_prob_1_greater_than_0.3",1000,0.714,0.333,0.455,0.976,966,20,10,4,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_three_models_prob_1_greater_than_0.3",1000,1,0.133,0.235,0.974,970,26,4,0,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","all_models_prob_1_greater_than_0.3",1000,1,0.067,0.125,0.972,970,28,2,0,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_one_model_prob_1_greater_than_0.4",1000,0.387,0.4,0.393,0.963,951,18,12,19,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_two_models_prob_1_greater_than_0.4",1000,0.7,0.233,0.35,0.974,967,23,7,3,0,0,0,1305,30,970
"mydtm_sparse_0.98","code_12_Police Misconduct","at_least_three_models_prob_1_greater_than_0.4",1000,1,0.033,0.065,0.971,970,29,1,0,0,0,0,1305,30,970
