"df_name","crime_category","ensemble_model","num_articles_predicted","Precision","Recall","F_Score","Accuracy","True_Negative_n","False_Negative_n","True_Positive_n_","False_Positive_","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.3",1000,0.571,0.444,0.5,0.992,988,5,4,3,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","all_models_prob_1_greater_than_0.3",1000,1,0.222,0.364,0.993,991,7,2,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_one_model_prob_1_greater_than_0.4",1000,0.333,0.778,0.467,0.984,977,2,7,14,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_two_models_prob_1_greater_than_0.4",1000,0.571,0.444,0.5,0.992,988,5,4,3,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.4",1000,0.75,0.333,0.462,0.993,990,6,3,1,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_one_model_prob_1_greater_than_0.5",1000,0.353,0.667,0.462,0.986,980,3,6,11,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_two_models_prob_1_greater_than_0.5",1000,1,0.444,0.615,0.995,991,5,4,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.5",1000,1,0.222,0.364,0.993,991,7,2,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_one_model_prob_1_greater_than_0.6",1000,0.333,0.556,0.417,0.986,981,4,5,10,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_two_models_prob_1_greater_than_0.6",1000,1,0.222,0.364,0.993,991,7,2,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_one_model_prob_1_greater_than_0.7",1000,0.444,0.444,0.444,0.99,986,5,4,5,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_two_models_prob_1_greater_than_0.7",1000,1,0.111,0.2,0.992,991,8,1,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_one_model_prob_1_greater_than_0.8",1000,0.429,0.333,0.375,0.99,987,6,3,4,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_two_models_prob_1_greater_than_0.8",1000,1,0.111,0.2,0.992,991,8,1,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_27_Independent Police Review Authority","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.991,991,9,0,0,0,0,0,1305,9,991
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.2",1000,0,0,NA,0.985,985,5,0,10,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.3",1000,0,0,NA,0.986,986,5,0,9,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.4",1000,0,0,NA,0.986,986,5,0,9,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.5",1000,0,0,NA,0.986,986,5,0,9,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.6",1000,0,0,NA,0.986,986,5,0,9,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.7",1000,0,0,NA,0.988,988,5,0,7,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_one_model_prob_1_greater_than_0.8",1000,0,0,NA,0.99,990,5,0,5,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_28_Chicago Police Board","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,0,0,0,1305,5,995
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.2",1000,0.417,0.714,0.526,0.991,986,2,5,7,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.2",1000,0.6,0.429,0.5,0.994,991,4,3,2,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.3",1000,0.333,0.429,0.375,0.99,987,4,3,6,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.3",1000,0.6,0.429,0.5,0.994,991,4,3,2,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.4",1000,0.375,0.429,0.4,0.991,988,4,3,5,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.4",1000,0.6,0.429,0.5,0.994,991,4,3,2,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.5",1000,0.375,0.429,0.4,0.991,988,4,3,5,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.5",1000,0.75,0.429,0.545,0.995,992,4,3,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.6",1000,0.429,0.429,0.429,0.992,989,4,3,4,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.6",1000,0.667,0.286,0.4,0.994,992,5,2,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.7",1000,0.5,0.429,0.462,0.993,990,4,3,3,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.7",1000,0.667,0.286,0.4,0.994,992,5,2,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_one_model_prob_1_greater_than_0.8",1000,0.5,0.429,0.462,0.993,990,4,3,3,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_two_models_prob_1_greater_than_0.8",1000,0.667,0.286,0.4,0.994,992,5,2,1,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.993,993,7,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.2",1000,0.244,0.98,0.391,0.384,186,4,198,612,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.2",1000,0.278,0.896,0.425,0.51,329,21,181,469,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.2",1000,0.324,0.743,0.451,0.635,485,52,150,313,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.2",1000,0.37,0.421,0.394,0.738,653,117,85,145,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.3",1000,0.278,0.832,0.417,0.53,362,34,168,436,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.3",1000,0.314,0.678,0.429,0.636,499,65,137,299,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.3",1000,0.368,0.455,0.407,0.732,640,110,92,158,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.3",1000,0.445,0.302,0.36,0.783,722,141,61,76,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.4",1000,0.294,0.644,0.404,0.616,486,72,130,312,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.4",1000,0.39,0.455,0.42,0.746,654,110,92,144,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.4",1000,0.455,0.252,0.325,0.788,737,151,51,61,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.4",1000,0.463,0.124,0.195,0.794,769,177,25,29,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.5",1000,0.308,0.525,0.388,0.666,560,96,106,238,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.5",1000,0.422,0.228,0.296,0.781,735,156,46,63,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.5",1000,0.5,0.094,0.158,0.798,779,183,19,19,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.5",1000,0.571,0.02,0.038,0.799,795,198,4,3,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.6",1000,0.298,0.475,0.366,0.668,572,106,96,226,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.6",1000,0.429,0.104,0.167,0.791,770,181,21,28,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.6",1000,0.364,0.02,0.038,0.795,791,198,4,7,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.798,798,202,0,0,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.7",1000,0.306,0.47,0.371,0.678,583,107,95,215,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.7",1000,0.5,0.05,0.09,0.798,788,192,10,10,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.7",1000,0.5,0.01,0.019,0.798,796,200,2,2,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.798,798,202,0,0,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_one_model_prob_1_greater_than_0.8",1000,0.312,0.47,0.375,0.684,589,107,95,209,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_two_models_prob_1_greater_than_0.8",1000,0.571,0.02,0.038,0.799,795,198,4,3,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.798,798,202,0,0,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.798,798,202,0,0,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.2",1000,0,0,NA,0.992,992,1,0,7,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.2",1000,0,0,NA,0.998,998,1,0,1,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.3",1000,0,0,NA,0.993,993,1,0,6,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.4",1000,0,0,NA,0.994,994,1,0,5,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.5",1000,0,0,NA,0.995,995,1,0,4,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.6",1000,0,0,NA,0.995,995,1,0,4,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.7",1000,0,0,NA,0.997,997,1,0,2,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_one_model_prob_1_greater_than_0.8",1000,0,0,NA,0.998,998,1,0,1,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.999,999,1,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.2",1000,0.833,0.312,0.455,0.988,983,11,5,1,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.2",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.2",1000,1,0.188,0.316,0.987,984,13,3,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.3",1000,0.8,0.25,0.381,0.987,983,12,4,1,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.3",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.3",1000,1,0.188,0.316,0.987,984,13,3,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.4",1000,0.8,0.25,0.381,0.987,983,12,4,1,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.4",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.4",1000,1,0.125,0.222,0.986,984,14,2,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.5",1000,0.8,0.25,0.381,0.987,983,12,4,1,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.5",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.5",1000,1,0.125,0.222,0.986,984,14,2,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.6",1000,0.8,0.25,0.381,0.987,983,12,4,1,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.6",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.6",1000,1,0.125,0.222,0.986,984,14,2,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.7",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.7",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_one_model_prob_1_greater_than_0.8",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_two_models_prob_1_greater_than_0.8",1000,1,0.25,0.4,0.988,984,12,4,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.984,984,16,0,0,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.2",1000,0.311,0.311,0.311,0.938,924,31,14,31,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.2",1000,0.5,0.222,0.308,0.955,945,35,10,10,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.2",1000,0.8,0.089,0.16,0.958,954,41,4,1,0,0,0,1305,45,955
